순번,등록번호,제호,기관명,상태,종별,간별,성격,유형,발행목적,발행내용,보급방법,보급지역,선택지역,상세지역,유무가,보급대상,사용언어,발행소명,발행소 주소,인쇄소명,복수여부,등록일자,제출일자
3512,라00051,상조신문,영등포,등록,기타간행물,월간,기타,개인,상조업의 발전과 회원들의 권익보호를 위한 정보교류 및 회원상호간의 인화단결을 목적으로 함,"상기 발행목적에 부합되는 내용만을  1면이상 16면이내로 게재,인쇄하여 유가로 배포함",,,,,유가,,,,"서울특별시 영등포구 국회대로74길 20, 402호 (여의도동, 맨하탄21리빙텔)",명성인쇄사,단건,2007-09-03,2007-09-03
3511,라00008,양천복지NEWS,양천,등록,기타간행물,월간,지역지,법인,최고의 복지를 실현하는 양천구를 만들고 장애인이 바로서는 세상을 만들기위한 여론과 환경을 조성함,"상기 발행목적에 부합되는 내용만을  8면이상 16면이내로 게재,인쇄하여 무가로 배포함",,,,양천구,무가,양천구 지역주민 및 장애인,,(재)양천사랑복지재단,"서울특별시 양천구 중앙로 250 (신정동, 양천구정보센터)",반월문화인쇄사,단건,2007-09-03,2007-09-03
3510,라00067,중구인,서울중,등록,기타간행물,월간,지역지,개인,중구인은 중구지역정보화를 주도하고 주도하고 나아가 중구의 발전에 기여하기 위한 것을 목적으로 함,"상기 발행목적에 부합되는 내용만을  10면이상 20면이내로 게재,인쇄하여 무가로 배포함",,,,서울시 중구,무가,서울시 중구민,,,"서울특별시 중구 청구로 113, 301호 (신당동, 산다빌딩)",(주)홍지미술,단건,2007-09-03,2007-09-03
3509,라00052,슈퍼골프(Super Golf),서초,등록,기타간행물,월간,골프,법인,"국내 골퍼들에게 빠르고 정확한 골프정보와 지식을 전달하기 위함(골프클럽 소개,골프장 소개,프로선수 인터뷰 등)","상기 발행목적에 부합되는 내용만을  68면이상  150면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,일반골퍼 및 골프업계,,(주)슈퍼골프,"서울특별시 서초구 반포대로14길 30, 613호 (서초동, 센츄리1차)",(주)동인에이피,단건,2007-08-30,2007-08-30
3508,라00059,한국문화체육,송파,등록,잡지,월간,체육일반,개인,일체의 정치성을 배제하고 오로지 한국문화체육분야의 발전과 문화체육인을 위한 지식과 정보를 제공하여 문화체육인의 정서함양에 기여하기 위함,"상기 발행목적에 부합되는 내용만을  200면이상  250면이내로 게재,인쇄,제책 하여 유가로 배포함",,전국,,전국,유가,전국 문화체육인,,,"서울특별시 송파구 올림픽로 350, 406호 (방이동, 쌩모리빌오피스텔)",서울문화인쇄(주),단건,2007-08-30,2007-08-30
3507,아00424,daily국회일보news,서울,등록,인터넷신문,인터넷신문,사회과학,개인,국회의 의정활동을 소개하고 국회의원과 지방의회의원의 자질과 능력을 검증하여 효율적인 정책활동을 지원하고 감시,상기 발행 목적에 부합하는 내용 게재함,,지역,,,유가,"국회의원,지방자치단체,의회",,,"서울특별시 영등포구 국제금융로8길 25, 6층 (여의도동, 주택건설회관)",,단건,2007-08-29,2007-08-29
3506,다07800,시사IN(시사인),서울,등록,일반주간신문,주간,총류,법인,"정치, 경제, 사회, 과학, 문화 등 사회전반에 걸친 쟁점과 뉴스보도 심층취재와 탐사보도","상기 발행목적에 부합되는 내용만을  80 면이상  130 면이내로 게재,인쇄하여 유가로 배포함.",,전국,,전국(해외일부),유가,일반국민,,(주)참언론,"서울 중구 중림로 27, 신관3층 (중림동, 가톨릭출판사)",매일경제신문사,단건,2007-08-29,2007-08-29
3505,아00418,아이티데일리(IT Daily),서울,등록,인터넷신문,인터넷신문,정보통신,법인,"IT산업,REID관련분야,u헬스케어산업,비즈니스인텔리전스 관련 산업,소프트웨어,하드웨어,시스템통합(SI),네트워크,통신,보안,모바일,PC주변기기,생활문화일반,공연/전시,여행/레저.음식/맛집 관련 뉴스를 제공하여 산업발전에 기여함.",상기 발행 목적에 부합되는 내용을 게재함,,,,인터넷,무가,네티즌,,(주)아이티엠지,"서울 금천구 가산디지털1로 181, 1713호~1715호 (가산동, 가산 더블유센터)",,단건,2007-08-29,2007-08-29
3504,다05984,인천미래신문,인천,등록,특수주간신문,주간,예술일반,개인,"인천시민들에게 행정, 교육, 사회, 문화, 예술분야 등에 관련된 다양한 정보제공","인천과 관련된 행정, 교육, 사회, 문화, 예술분야의 다양한 지식 및 정보",직배/우편,,,인천 전지역,무가,인천시민,한국어,,"인천광역시 연수구 앵고개로246번길 35, 2층 (동춘동, 대원빌딩)",(주)아이피디,단건,2007-08-29,2007-08-29
3503,아00425,일간건설,서울,등록,인터넷신문,인터넷신문,부동산,개인,"부동산 정책과 건설시장흐름을 진단하고 부동산개발의 마케팅 지원에 일조하며, 건설업계 발전을 유도하고 활성화에 기여",상기 발행목족에 부합되는 내용을 게재함,인터넷,,,,유가,네티즌,,조찬우,"서울특별시 영등포구 국제금융로8길 25, 605호 (여의도동)",,단건,2007-08-29,2007-08-29
3502,다00012,주간산행,서울중,등록,기타간행물,주간,등산,법인,"주간산행은 1,500만 산행인구들에게 건전한 산행문화의 정착을 위해 새로운 산행정보를 제공하고 가족단위의 새로운 문화적 요소와 즐거움(Fun)을 주기 위한 새로운 대중매체","상기 발행목적에 부합되는 내용만을  30 면이상  60 면이내로 게재,인쇄하여 무가로 배포함",,,,수도권 주변 등산로 입구,유가,일반국민,,정동미디어(주),"서울특별시 중구 정동길 3, 17층 (정동, 경향신문사)",정우인쇄,단건,2007-08-29,2007-08-29
3501,아00421,중구네트워크,서울,등록,인터넷신문,인터넷신문,지역지,개인,중구 지역사회에서 일어나는 생활의 이야기 등을 현실감 있는 구성으로 만들어 중구 구민에게 더욱 친숙함을 전하고 중구의 발전에 기여,,,,,,유가,서울시 중구구민,,,"서울특별시 중구 청구로 113, 301호 (신당동, 산다빌딩)",,단건,2007-08-29,2007-08-29
3500,아00426,티에이치이 dailynews,서울,등록,인터넷신문,인터넷신문,"시사,정치",개인,"정치,경제,사회,문화,연예,스포츠 등의 다양한 뉴스 및 관련 정보를 취재, 생산 제공함으로써 국민의 알권리를 충족시키고 공정한 보도를 전달하고자 함",위의 발행목적에 부합되는 내용을 게재함,인터넷,,,,무가,네티즌,,,"서울특별시 중구 수표로 43, 302호 (저동2가, 수정빌딩)",,단건,2007-08-29,2007-08-29
3499,마00021,호국전쟁,서울중,등록,잡지,격월간,안보일반,개인,"6.25참전군인들의 호국정신 선양 및 6.25전사 발굴 계몽,애국정신 선양,현대사 재조명","상기 발행목적에 부합되는 내용만을 64면이상 100면이내로 게재,인쇄,제책하여 유가로 배포함",,전국,,전국,유가,6.25참전세대 및 후손,,,"서울특별시 중구 삼일대로12길 13, 305호 (수표동, 금속빌딩)",성지지디앤피,단건,2007-08-29,2007-08-29
3498,가00021,호남신문,광주,등록,일반일간신문,일간,총류,법인,"문화중심도시 건설을 위한 선도 및 지역민 계도,정의로운 지방자치 구현을 위한 다양한 정보의 제공.","상기 발행목적에 부합되는 내용만을 12면이상 32면이내로 게재,인쇄하여 유가로 배포함.(판형:타블로이드배판)","직배,우편,가판",지역,,"광주,전남,전북,서울",유가,구독자,"국어,영어,한문 등",주식회사 에이치앤프레스,"광주광역시 서구 운천로 213, 309호 (치평동, 스카이랜드타워)",미디어프린팅넷(주),단건,2007-08-29,2007-08-21
3497,가00002,부산정보,부산동,등록,정보간행물,일간,생활정보,법인,"시민여론을 형성하지 않고 실시간 일어나는 생활정보를 전달코다 함(지역문화,행사소식,부동산정보,취업정보, 중고생활용품매매안내등)",상기 발행목적에 부합되는 내용만을 40  면이상 120  면이내로 게재 유가로 배포함,가판 및 우송,,,부산시,유가,지역주민,한국어,(주)정보엠,"부산광역시 동구 중앙대로 328, 803호 (초량동, 금산빌딩)",(주)애드샵컴퍼니,단건,2007-08-28,2007-08-27
3496,라11703,더월드타임즈(The World Times),서초,등록,잡지,월간,사회과학,법인,"청소년과 20대 직장인 대상의 영어잡지로서 영어뉴스,영어칼럼,영어문학자료 등 영어학습을 위한 컨텐츠로 매월1회 발행함","상기 발행목적에 부합되는 내용만을  24면이상 80면이내로 게재,인쇄,제책하여 유가로 배포함",,지역,,,유가,청소년 및 직장인,,(주)타임즈코어,"서울 서초구 바우뫼로41길 18, 3층 (양재동, 윈윈센터)",대경프린텍,단건,2007-08-27,2007-08-27
3495,라00028,Heungkuk Life Magazine,파주,등록,잡지,월간,생활정보,개인,"재테크, 부동산, 투자정보 등 경제보험관련 정보 및 일반생활정보 제공","상기 발행목적에 부합되는 내용만을 50면이상 100면이내로 게재,인쇄,제책하여 무가로 배포함",,전국,,전국,무가,일반인,,,경기도 파주시 문산읍 독서울2길 44-83 (선유리),(주)지케이문화사,단건,2007-08-23,2007-08-20
3494,라00003,무지개신문,평택,등록,기타간행물,월간,검찰,법인,"평택·안성범죄피해자지원센터의 회원 및 범죄피해자들에게 본 센터의 활동사항, 범죄피해자 지원상황, 지원사례 등 소식을 전하고 홍보하고자 함.","상기 발행목적에 부합되는 내용만을 12면이내로 게재,인쇄하여 무가로 우편발송함",우편발송,전국,,전국,무가,회원 및 범죄피해자,한국어,(사) 평택·안성범죄피해자지원센터,"경기도 평택시 중앙로 277, 1층 (비전동, 평택문화예술회관)",한림기획인쇄,단건,2007-08-23,2007-08-02
3493,다00001,사랑과 영혼,성북,등록,기타간행물,주간,"복지,노인",법인,추모관 등 각종 장례 및 실버산업 관련 정보를 알기 쉽게 독자들에 전달,"상기 발행목적에 부합되는 내용만을  8 면이상  24 면이내로 게재,인쇄하여 유가로 배포함",,전국,,전국,유가,"불자 및 일반인, 40대이상 실버계층",,(주)제이섹션,"서울특별시 성북구 보문로 35, 403호 (보문동7가, 서광)",서울신문사(임차),단건,2007-08-23,2007-08-23
3492,라00011,이재민사랑,청주,등록,기타간행물,월간,생활정보,법인,"봉사활동의 정보 제공으로 자발적 참여의 계기 마련하고 함께하는 사회, 아름다운 사회 구현, 재난에 대한 새로운 사실과 정보 등의 생활정보를 제공함으로써 문제의식 공유와 재난의 예방 등 지역사회발전에 이바지함","상기 발행목적에 부합되는 내용만을 4면이상 32면이내로 게재, 타블로이드판형으로 인쇄하여 무가로 배포함",직접 및 우편,전국,,전국,무가,"광공서, 학계, 국민",,사)충북이재민사랑본부,"충청북도 청주시 흥덕구 내수동로 52 (개신동, 충북대학교, 개신문화관)",소문인쇄사,단건,2007-08-23,2007-08-14
3491,다07921,화인상보,서울,등록,특수주간신문,주간,영자지등,법인,"한국에 거주,상주 및 관광으로 입국하는 중화인과 한상과 화상에게 산업정보교류와 한국과 중국상호간에 산업투자, 유치 등의 정보교류 또는 한국인, 중화인에게 산업정보 제공키 위함.","상기 발행목적에 부합되는 내용만을  4 면이상  12  면이내로 게재,인쇄하여 유가로 배포함",,,,한국내 및 중화인이 거주하는 각 지역,유가,중화인 및 한국인,중국어,(주)화인상보,서울특별시 서대문구 연희맛로 32 (연희동),명동비지니스(주),단건,2007-08-22,2007-08-22
3490,라00141,시사선진한국,송파,등록,잡지,월간,총류,개인,"정치, 경제, 사회, 전국뉴스 등 정보제공으로 국가미래를 향한 비전제시","상기 발행목적에 부합되는 내용을  80~150면 이내로 게재, 인쇄, 제책하여 유가로 배포함",,지역,,국내외,유가,일반대중다수 및 농수축산관련인,,,서울 송파구 백제고분로29길 7 102호,(주)아이피디,단건,2007-08-21,2007-08-21
3489,라00003,대전아트가이드,대전동,등록,정보간행물,월간,미술일반,개인,"보도 논평 또는 여론형성의 목적없이 미술관, 화랑 위치 정보 및 미술작가들의  작품 활동과 전시회 등을 홍보함으로써 일반인들이 보다 쉽게 미술정보를 접하  고 나아가 대전미술 발전에 기여","상기 발행목적에 부합되는 내용만을 10 면내외로 게재, 인쇄, 제책하여 무가로배포함","직배, 우편",,,대전,무가,미술가 및 일반인,혼용어,,"대전광역시 동구 대전로867번길 40-20 (삼성동, 동진인쇄사)",창조디자인,단건,2007-08-20,2007-08-03
3488,사00001,굿쇼핑,남양주,등록,정보간행물,연2회간,생활정보,개인,지역의 중소상인들의 사업과 주민의 생활경제정보 편리를 위한 목적,"상기 발행목적에 부합되는 내용만을 90면이상 120면이내로 게재,인쇄,제책하여 무가로 배포함",,,,경기도권역,무가,"Apt, 주택",,,"경기도 남양주시 와부읍 덕소로 118-4, 2층 (덕소리, 진도아파트상가)",(주)해내리,단건,2007-08-16,2007-08-08
