순번,등록번호,제호,기관명,상태,종별,간별,성격,유형,발행목적,발행내용,보급방법,보급지역,선택지역,상세지역,유무가,보급대상,사용언어,발행소명,발행소 주소,인쇄소명,복수여부,등록일자,제출일자
10040,바00029,씨알,양천,등록,정보간행물,계간,사회과학,법인,유영모와 함석헌의 씨알사상과 정신을 연구하고 교육하며 보급함을 목적으로 하여 ''씨알지''를 발간코자 합니다.,유영모와 함석헌의 씨알사상과 정신을 연구한 자료,,전국,,전국,무가,일반인,한글,(재)씨알,"서울 종로구 계동2길 26 (계동, 삼방빌딩) 201호",승림기획인쇄,단건,2013-05-24,2013-05-24
10039,바00004,Converzine,연수,등록,기타간행물,계간,기타,법인,연구원 홍보 및 연구 내용 소개 등,"연구원 연구, 행사 등",우편 등,,,국내외,무가,"개인, 기관",한국어,연세대학교 미래융합기술연구원,인천광역시 연수구 송도과학로 85 연세대학교 자유관 B동 205호,한성문화인쇄,단건,2013-05-23,2013-05-20
10038,아54307,today1(투데이1),경기,등록,인터넷신문,인터넷신문,사회과학,개인,"저녁이 있는 삶을 위한 일과생활의 균형(work-life balance WLB)등 다양성의 정보와 뉴스 등을 중심으로함(여유로운 삶을 위한 일,생활,여행,취미,시사뉴스 등 종합정보 인터넷 보도)",상기 발행목적에 부합되는 내용만을 게재함,인터넷,전국,,전세계,무가,네티즌,,김수연,"경기 파주시 미래로 369-27, 2층 01호 (동패동)",,단건,2013-05-23,2013-05-22
10037,다50793,경서일보,경기,등록,일반주간신문,주간,총류,법인,"수도권 지역 경제 뉴스, 정보를 전하며 수도권 경제 활성화를 선도","현장 중심의 시사, 탐방 뉴스 보도와 영상을 포함한 생생한 보도 및 고급 분석 기사",,지역,,수도권,유가,"시청, 산하단체, 의회, 관공서, 단체, 기업, 아파트, 연구소, 기관, 개인 등",,주식회사 경서일보,"경기 파주시 미래로 369-27, 2층01호 (동패동)",(주)동아일보사,단건,2013-05-23,2013-05-23
10036,아02665,스포츠투데이M,서울,등록,인터넷신문,인터넷신문,총류,법인,고품격 기사와 다양한 콘텐츠로 스포츠와 연예부문의 건전하고 건강한 언론역할을 선도할 것을 발행목적으로 함,상기 발행목적에 부합되는 내용만을 게재함,인터넷,전국,,전국,무가,네티즌,,(주)더스포츠투데이,"서울 강서구 마곡중앙6로 66,비동1204호 (마곡동, 퀸즈파크텐)",,단건,2013-05-23,2013-05-22
10035,아02662,오피스후,서울,등록,인터넷신문,인터넷신문,생활정보,개인,직장인들의 특별한 삶을 보여주기 위함을 발행목적으로 함,오피스라이프를 보여준다,,,,인터넷,무가,네티즌,,,"서울특별시 마포구  연남로 1, 홍익한의원 3층",,단건,2013-05-23,2013-05-21
10034,아02664,인사이드저널,서울,등록,인터넷신문,인터넷신문,생활정보,법인,소비생활에 유익한 정보제공 및 소비자 기만행태에 대한 날카로운 저널리즘 구현을 목적으로 함,"건강, 식생활 등 생활과 밀접한 분야의 뉴스와 생활정보 등의 인터넷 기사제공",,전국,,전국,무가,20~40대 여성층,,인스아이미디어(주),"서울특별시 서초구  반포대로 55, 4층",,단건,2013-05-23,2013-05-21
10033,라00028,조선피플 클릭,중랑,등록,잡지,월간,종합,개인,주변에 숨어있는 인물 탐방해 좋은 소식을 독자에게 전달,인물 소개,,전국,,전국,무가,가가호호,한국어,,서울특별시 중랑구  동일로157길 60(기림빌딩 A동 311호),(주)조광프린팅,단건,2013-05-23,2013-05-22
10032,가00008,속초알림방,속초,등록,정보간행물,기타일간,생활정보,개인,광고대행,광고대행,배부함통한 무가배부,,,속초,무가,속초시민,한국어,,속초시 동해대로 4236 아남프라자 1309호,피디아이,단건,2013-05-22,2013-05-22
10031,다50356,파주시대,경기,등록,일반주간신문,주간,총류,법인,지역발전과 시민들에게 유익한 정보 전달,"시정홍보, 복지, 일반기사",,지역,,파주전역,유가,"관공서, 금융기관, 일반시민",,주식회사 파주시대미디어,"경기 파주시 문화로 23, 두성빌딩 지층 (금촌동)",(주)타임문화,단건,2013-05-22,2013-05-22
10030,라00822,GanGee(간지),강남,등록,잡지,월간,"패션,미용",개인,"연예인 스타일 분석, 뉴스 및 일반 패션, 뷰티, 등의 정보제공","연예인, 스포츠, 스타뉴스 및 종합패션, 뷰티등의 내용을 담음","온, 오프라인서점, 카페 등 각종 매장",전국,,전국,유가,"전국, 해외",한국어,,서울 강남구 논현로72길 21 (역삼동),(주)가나씨앤피,단건,2013-05-21,2013-05-15
10029,라00499,k-navi,종로,등록,정보간행물,월간,관광,법인,일본인을 대상으로 한류를 알리고 컨텐츠를 제공하고 서울지역 유명 업소를 홍보. 한국의 여행정보와 연예인 이미지 및 맛집 쿠폰을 제공하고자 함.,"상기 발행목적에 부합되는 내용을 32면 내외로 게재, 인쇄, 제책",,전국,,전국,무가,,,(주)스마트오렌지,"서울 종로구 새문안로3길 36 , 1229(내수동, 용비어천가)",(주)삼조인쇄,단건,2013-05-21,2013-05-07
10028,라00009,武士,경주,등록,잡지,월간,지역지,개인,문화를 지키는 또 다른 문화인 무사의 국가와 민족에 대한 진충보국과 상무승덕의 본질적 정신을 고취시키고 배양하고자 함,역사에서 배울 수 있는 무사와 현대적 의미의 무사가 만들어 가는 정의롭고 밝은 세상의 모습들을 보여주려 함,직배 또는 우송,전국,,전국,유가,,,,경상북도 경주시  충효녹지길 108-8(충효동),유한사,단건,2013-05-21,2013-05-21
10027,사00006,건설자재공법편람,금천,등록,기타간행물,연2회간,총류,법인,가격정보지 세분화로 건설자재 집중조명,건설자재시공에 관한 건,우편,전국,,전국,유가,전국민,한국어,재단법인 건설산업정보연구원,서울특별시 금천구  가마산로96 대륭테크노타운8 제5층 505호,삼보인쇄사,단건,2013-05-21,2013-05-21
10026,아02659,로봇신문,서울,등록,인터넷신문,인터넷신문,순수과학,법인,"대한민국 로봇산업이 창조경제의 핵심산업으로 발전할 수 있도록 로봇관련 산,학,연,관을 하나로 연결하는 로봇산업 정보 Portal 역할 수행 및 바람직한 로봇문화, 로봇교육 방향 제시를 발행목적으로 함",로봇관련 분야별 국내외 뉴스,,전국,,전국 및 해외,무가,로봇산업 종사자 및 로봇교육을 배우는 학생,,주식회사로봇신문사,"서울 구로구 공원로 41, 428호 (구로동, 현대파크빌)",,단건,2013-05-21,2013-05-15
10025,아02660,시사1,서울,등록,인터넷신문,인터넷신문,총류,법인,모든 국민의 알 권리를 신속하고 정확하게 취재하여 공정하게 보도하는 것을 발행목적으로 함,우리 사회에서 일어나는 사건 사고와 뉴스의 소재를 주 내용으로 함,,지역,,인터넷,무가,네티즌,,주식회사 시사1,"서울 중구 세종대로20길 15 (태평로1가, 건설회관), 708호",,단건,2013-05-21,2013-05-16
10024,아02661,엠초이스,서울,등록,인터넷신문,인터넷신문,사회교육,법인,"직업정보제공, 평생교육제공, 인재정보제공, 취업정보제공을 발행목적으로 함",상기내용에 부합되는 내용을 게재함,,,,국내외,무가,전국민,,주식회사엠초이스,"서울특별시 서초구  서초대로 61, 3층(방배동)",,단건,2013-05-21,2013-05-17
10023,다10651,국제미용신문,서울,등록,일반주간신문,주간,세무사,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재 함,,전국,,전국,유가,세무회계에 관심이 있는자,,투데이미디어그룹 주식회사,"서울 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",(주)대동프린택,단건,2013-05-20,2013-05-20
10022,다10650,국제환경신문,서울,등록,일반주간신문,주간,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재 함,,전국,,전국,유가,일반인,,투데이미디어그룹 주식회사,"서울 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",(주)대동프린택,단건,2013-05-20,2013-05-20
10021,다10649,뉴스데스크,서울,등록,일반주간신문,주간,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재 함,,전국,,전국,유가,일반인,,투데이미디어그룹 주식회사,"서울 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",(주)대동프린택,단건,2013-05-20,2013-05-20
10020,라11578,대한가훈신문,서초,등록,잡지,월간,기타,개인,"극단적으로 기형화되가는 가정과 학교교육의 바른방향을 제시하고 가훈의 중요성과 인성, 인본 중시의 참교육 방향제시","상기 발행 목적에 부합되는 내용만을  20면 내외로 게재, 인쇄, 제책하여 무가로 배포함.",,,,,무가,,,,"서울특별시 서초구  마방로10길 18-13, 3층 (한독빌딩)",(주)아이피디,단건,2013-05-20,2013-05-07
10019,아02650,방문판매신문,서울,등록,인터넷신문,인터넷신문,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,인터넷,무가,네티즌,,투데이미디어그룹(주),"서울특별시 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",,단건,2013-05-20,2013-05-20
10018,아02654,숙박여행신문,서울,등록,인터넷신문,인터넷신문,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,인터넷,무가,네티즌,,투데이미디어그룹(주),"서울특별시 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",,단건,2013-05-20,2013-05-20
10017,아02651,영업신문,서울,등록,인터넷신문,인터넷신문,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,인터넷,무가,네티즌,,투데이미디어그룹(주),"서울특별시 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",,단건,2013-05-20,2013-05-20
10016,라00682,월간 실용음악,강남,등록,잡지,월간,총류,개인,"실용음악 정보에 대한 객관적이고 정착한 정보, 지식전달","상기 발행목적에 부합되는 내용만을 150~300면이내 인쇄,제책하여 유가로 발행함",,,,,유가,,,,서울특별시 강남구  논현로132길 5(논현동) 문영빌딩 405호,(주)대원문화사,단건,2013-05-20,2013-05-15
10015,아02653,유통신문,서울,등록,인터넷신문,인터넷신문,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,인터넷,무가,네티즌,,투데이미디어그룹(주),"서울특별시 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",,단건,2013-05-20,2013-05-20
10014,아02652,장애인복지신문,서울,등록,인터넷신문,인터넷신문,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,인터넷,무가,네티즌,,투데이미디어그룹(주),"서울특별시 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",,단건,2013-05-20,2013-05-20
10013,아02655,투데이미디어그룹,서울,등록,인터넷신문,인터넷신문,종합지,법인,관련 정보 및 뉴스 제공,상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,인터넷,무가,네티즌,,투데이미디어그룹(주),"서울특별시 영등포구 여의대방로65길 12, 705호 (여의도동, 에리트빌딩)",,단건,2013-05-20,2013-05-20
10012,라11577,소비자연합신문,서초,등록,잡지,월간,종합지,법인,"소비자와 독자의 제보에 의한 취재,보도,중재를 주목적으로 하며 시사및 생활정보를 종합적으로 다뤄 유익하고 다양한 정보를 제공한다.","상기 발행 목적에 부합되는 내용만을  게재, 인쇄, 제책하여 유가로 배포함.",,,,,유가,,,(주)에스와이비미디어,서울특별시 서초구  도구로 83 (방배동),CM중앙문화,단건,2013-05-18,2013-05-06
10011,다10648,시사연합신문.,서울,등록,특수주간신문,주간,종합지,법인,"다양한 뉴스 컨텐츠 제공, 독자에게 알권리 충족",상기 발행목적에 부합되는 내용만을 게재,,전국,,전국,유가,일반인,,,"서울특별시 영등포구  국회대로 780, 에클라트 1120호",,단건,2013-05-16,2013-05-16
10010,아02648,주간교육신문.,서울,등록,인터넷신문,인터넷신문,교육,법인,"교육언론의 창달, 교육창출의 지향, 민주교육의 선도","교육소식 및 학교,선생님소식",,,,인터넷,무가,네티즌,,,"서울특별시 마포구  잔다리로7길16, 교평빌딩 5층",,단건,2013-05-16,2013-05-16
10009,아02645,고용서비스톱뉴스,서울,등록,인터넷신문,인터넷신문,사회복지,법인,"사회전반에 대한 보도 및 논평을 수록하여 건전한 언론문화 육성에 기여하고, 지역 사회복지의 정보 및 네트워크, 인프라 구성으로 복지 체계 정립에 기여함을 발행목적으로 함","지역복지 소식에 중점을 두며, 상기 발행목적에 부합하는 내용을 무가로 출간",,,,인터넷,무가,네티즌,,전국고용서비스협회,서울특별시 구로구  구로동로17길 8,,단건,2013-05-15,2013-05-09
10008,다50371,골프산업신문,경기,등록,특수주간신문,주간,레저,법인,대한민국 골프산업 발전과 국내외 골프장 운영 및 관리 정보를 제공하기 위함,발행목적에 부합되는 내용,,전국,,전국,유가,"전국골프장, 관련산업 업체, 골프코스 관리자",,주식회사 한국골프산업신문,"경기 성남시 분당구 서현로 184 (서현동, 엘지분당에클라트), 1208호",(주)한국씨티에스,단건,2013-05-15,2013-05-13
10007,다10646,기계신문,서울,등록,특수주간신문,주간,기계정보,법인,기계산업에 관련된 사업 분야와 그 종사자를 대상으로 업계 최신 트렌드 및 관련 소식과 정보를 제공함으로써 국내 기계 및 제조산업 발전에 기여함을 발행목적으로 함,상기 발행목적에 부합되는 내용만을 3면 이상 32면 이내로 매주 1회 발행 배포,,전국,,전국,유가,기계관련산업체 및 종사자,,주식회사백미터,"서울특별시 양천구 목동서로 77, 현대월드타워 2112호",청송문화인쇄소,단건,2013-05-15,2013-05-08
10006,아02646,기계신문.,서울,등록,인터넷신문,인터넷신문,기계일반,법인,기계산업에 관련된 사업 분야와 그 종사자를 대상으로 업계 최신 트렌드 및 관련 소식과 정보를 제공함으로써 국내 기계 및 제조산업 발전에의 기여를 발행목적으로 함,상기 발행목적에 부합되는 내용만을 게재함,인터넷,,,인터넷,유가,네티즌,,(주)백미터,"서울특별시 양천구  목동서로 77, 2112호 (목동, 현대월드타워)",,단건,2013-05-15,2013-05-08
10005,아00178,뉴스충청,충남,등록,인터넷신문,인터넷신문,총류,법인,국민들에게 실시간으로 빠른 뉴스와 정보를 제공하고 기사제보로 지역발전에 기여코자 함.,"정치, 경제, 사회, 문화, 체육 등",,지역,,,무가,네티즌,,충청 주식회사,충남 논산시 채운면 화산길 29-13 (화산리),,단건,2013-05-15,2013-05-09
10004,아02643,동작교육뉴스,서울,등록,인터넷신문,인터넷신문,교육,개인,"한국의 교육문화 분야의 정부소식, 업계동향, 교육정보, 인물 등의 정보 제공을 통해 분야 소속인들의 자질향상 및 업계 발전에 기여",상기 발행목적에 부합되는 내용,,,,인터넷,무가,네티즌,,,"서울특별시 동작구  상도로37길 60, 3층",,단건,2013-05-15,2013-05-08
10003,아02647,마켓라인,서울,등록,인터넷신문,인터넷신문,증권(주식),개인,"정석, 가치 투자를 지향하는 증권정보를 제공",상기 발행 목적에 부합되는 내용만을 게재 함,,,,인터넷,무가,네티즌,,,"서울특별시 강서구  금낭화로 128, 하이포트 517호",,단건,2013-05-15,2013-05-09
10002,라09970,밀크코리아(MILK KOREA),용산,등록,정보간행물,월간,육아,법인,"영유아 부모들이 공유할 수 있는 아동패션 문화정보 이슈를 다각도로 밀착취재, 편집하여 여러 독자들이 건전한 문화생활을 영위할 수 있도록 정보제공함","상기 발행목적에 부합하는 내용만을 150면 이상 250면 이내로 게재, 인쇄, 제책하여 유가로 배포함",,전국,,전국,유가,,,(주)미디어블링,"서울특별시 용산구  이태원로 153, 덕흥빌딩 3층 (이태원동)",(주)프린팅하우스,단건,2013-05-15,2013-05-10
10001,아02649,샤이니제이닷컴,서울,등록,인터넷신문,인터넷신문,총류,법인,"자유, 정의, 진리의 언론역할 수행",상기 목적에 부합하는 제 활동,,,,인터넷,무가,인터넷사용자,,(주)갤럭시파이오니어,"서울시 서대문구 서소문로 37, 711호(합동, 충정로대우디오빌)",,단건,2013-05-15,2013-05-15
10000,아02644,한국부동산투데이,서울,등록,인터넷신문,인터넷신문,총류,개인,"부동산 관련 정보제공, 취업관련 정보제공",상기 내용에 부합하는 정보를 게재함,,,,국내외,무가,전국민,,,"서울특별시 강남구  선릉로87길 12, 6층(역삼동, 송경빌딩)",,단건,2013-05-15,2013-05-14
9999,아02641,한국평생교육개발원,서울,등록,인터넷신문,인터넷신문,사회과학,개인,"노인복지 및 인력개발관련 정보제공, 직업정보제공, 평생교육정보제공 등",상기내용에 부합되는 내용을 게재 함,,지역,,인터넷,무가,네티즌,,정현영,"서울 도봉구 도봉로 891, 2층 (도봉동)",,단건,2013-05-15,2013-05-08
9998,자00420,헬로티,서울,등록,인터넷뉴스서비스,인터넷뉴스서비스,사회과학,법인,"기업의 가치를 더해 혁신을 선도하고, 지속가능한 산업 경제의 밑거름이 되는 산업, 경제, 기술 및 콘텐츠 서비스 제공",상기 발행목적에 부합되는 내용만을 게재함 ※ 신문 등의 진흥에 관한 법률 제10조(준수사항) 및 동법 시행령 제8조(준수사항) 참조,인터넷,지역,,인터넷,무가,네티즌,,(주)첨단,"서울특별시 마포구 양화로 127, (주)첨단 (서교동, 첨단빌딩)",,단건,2013-05-15,2013-05-08
9997,아00264,i대구경북기독신문,경북,등록,인터넷신문,인터넷신문,총류,개인,기독교 성도들을 위한 복음적인 내용 전달 및 아름다운 소식 전달,상기목적에 부합되는 내용만을 8면이상 20면 이내로 게재 배포,인터넷,지역,,,무가,네티즌,국어,배운길(경북기독신문),"경북 포항시 북구 용흥로 322, 1-1207",,단건,2013-05-14,2013-05-13
9996,아00265,신도청경북지역교육뉴스,경북,등록,인터넷신문,인터넷신문,지역지,개인,경북 새천년을 여는 시도청 도시의 정착 및 발전 과정과 한국정신문화의 수도인 안동의 전통문화와 교육을 국내는 물론 세계로 홍보하고 전파하는데 의의를 둔다,상기 목적에 부합되는 내용을 게재함,인터넷,지역,,"대구, 경북",무가,네티즌,국어,,"경북 안동시 당북1길 53, 2층 (당북동)",,단건,2013-05-14,2013-05-13
9995,사00005,신재생에너지정보,금천,등록,기타간행물,연2회간,총류,법인,신재생에너지에 대한 가격정보제공,"신재생에너지 시공,유통, 가격에 관한건",우편,전국,,전국,유가,전국,한국어,재단법인 건설산업정보연구원,서울특별시 금천구  가마산로96 대륭테크노타운8 제5층 505호,삼보인쇄사,단건,2013-05-14,2013-05-14
9994,아00137,첨단톱뉴스,광주,등록,인터넷신문,인터넷신문,총류,개인,"사회전반에 대한 보도 및 논평을 수록하여 건전한 언론문화 육성에 기여하고, 지역 사회복지의 정보 및 네트워크, 인프라 구성으로 복지 체계 정립에 기여","지역복지 소식에 중점을 두며, 상기 발행목적에 부합하는 내용을 무가로 출간",,전국,,,무가,,,,"광주광역시 광산구  첨단내촌로 70번길 55, 첨단연구단지북구상가조합 4층 402호(월계동)",,단건,2013-05-14,2013-04-24
9993,다10645,캠퍼스투데이,서울,등록,일반주간신문,주간,총류,법인,"대학문화 및 정보를 제공 서로 공유, 교류함을 목적으로 건전하고 유익한 대학생활에 도움이 되도록 기여 함","상기 발행 목적에 부합되는 내용으로 16면이상 48면이내로 게재, 인쇄하여 유가로 배포 함",,,,서울 및 수도권일대대학가,유가,대학기관 및 대학생외,,(주)이십일세기뉴스,"서울특별시 중구  서소문로 38, 디오센타 4층",(주)대인프린테크,단건,2013-05-14,2013-05-14
9992,다10643,불교저널.,서울,등록,특수주간신문,주간,종교,법인,선학원 설립 정신을 계승하고 불타의 지혜로운 삶을 널리 알리며 선풍의 현대적 진작을 도모한다,상기 발행목적에 부합되는 내용만을 게재 함,,전국,,전국 및 해외지역포함,유가,전국사찰및불자/불교에관심을가진자,,(재)선학원,"서울 종로구 윤보선길 35-4 (안국동, 선학원)",(주)한국씨티에스,단건,2013-05-13,2013-05-13
9991,다50353,한국다문화뉴스,경기,등록,특수주간신문,주간,총류,법인,"정치, 경제, 사회, 문화, 시사 및 지역정보에 관한 보도, 논평 및 여론을 전파하여 국가발전과 공공복지증대에 기여","상기 발행목적에 부합되는 내용만을 게재, 타블로이드판 8면 이상으로 발행 배포",신문 배포,전국,,전국,유가,"일반국민, 외국인","한국어, 영어 등",주식회사 몽드,"경기 수원시 영통구 대학4로 17 (이의동), 205-C14호(이의동, 에이스광교타워1차)",(주)아이피디,단건,2013-05-13,2013-05-13
9990,아53542,KICSNEWS,서울,등록,인터넷신문,인터넷신문,총류,개인,한국 국제크리스천 학교재단 소식과 기독교 교육관련 정보를 제공하고자 함,상기 발행목적에 부합되는 내용만을 게재,,전국,,,무가,전국민,,유용국(KICS NEWS),"서울 서초구 바우뫼로7길 19,7층 (우면동, 명승빌딩)",,단건,2013-05-09,2013-05-09
9989,사00005,국보컬처메거진,대전중,등록,잡지,연2회간,지역기타,개인,시민들의 건전한 문화생활과 기업 내 직장인들의 새로운 소식과 정보 전달로 사회발전에 기여,상기 발행 목적에 부합되는 기사 및 정보 제공,"직배, 우편",,,대전,무가,일반인,국어,,대전광역시 중구  대흥로 167(대흥동 94-7),홍진출판인쇄사,단건,2013-05-09,2013-05-02
9988,라00031,나비숍공예사랑,전주,등록,정보간행물,월간,공예,개인,공예서비스 제공및 가종 공예관련 전문지식 공유 및 개발,"공예전문교육, 공예실무지식 전달",인편,,,전라북도,무가,고객,한국어,,전라북도 전주시 덕진구  안덕원로 185,복음인쇄사,단건,2013-05-09,2013-04-26
9987,아00223,세계청소년학교 교육신문,경남,등록,인터넷신문,인터넷신문,"소년,학생지",법인,세계청소년학교 교육신문은 청소년들의 진로탐구 방향과 창의체험활동의 결과물들을 홍보하고 서로 공유하고자 함,,,전국,,전국,무가,청소년 및 학부모,,세계청소년학교 교육협동조합,경상남도 창녕군 길곡면 내외동길 11,,단건,2013-05-09,2013-05-03
9986,아50669,온리원에듀뉴스,경기,등록,인터넷신문,인터넷신문,총류,개인,국민에게 교양증진과 능력향상을 위한 교육정보 및 사회전반에 걸친 다양한 정보를 제공하고자 함,상기 발행목적에 부합되는 내용만을 게재,,지역,,,무가,전국민,,,경기도 수원시 영통구  삼성로267번길 10 (원천동) 1층,,단건,2013-05-09,2013-05-09
9985,아00224,함양뉴스,경남,등록,인터넷신문,인터넷신문,총류,법인,재내외 40여만 함양인들의 가교역활을 하고 경남도정의 발전과 함양군의 지역사회 화합을 이루는데 일조하고자 함,.,,전국,,전국,무가,전국민,,(주)주간함양,"경남 함양군 함양읍 고운로 60-1, 3층(용평리, 함양신협)",,단건,2013-05-09,2013-05-02
9984,라00143,STAR STUDIO,금천,등록,잡지,월간,총류,법인,국내에 체류하는 재한 필리핀인들에게 모국인 필리핀의 현 연예인 및 엔터테인먼트 등 생활정보제공이 목적임,"필리핀 연예, 엔터테인먼트 등 생활정보 제공",우편,전국,,전국,무가,전국민,한국어,주식회사 월드컴코리아,"서울특별시 금천구  가산디지털1로149, 603-618(가산동, 신한이노플렉스)",신진사진인쇄,단건,2013-05-08,2013-05-08
9983,아02636,굿윌라이프뉴스,서울,등록,인터넷신문,인터넷신문,종합지,법인,"자격증 정보제공 및 평생교육정보, 직업정보제공, 각종사회복지 교육정보 제공을 목적으로 함",상기발행목적에 부합되는 내용만을 기재,,,,인터넷,무가,네티즌,,(주)굿윌라이프,"서울특별시 영등포구  영등포로 238, 3층",,단건,2013-05-08,2013-05-08
9982,다10639,섹션헤드라인,서울,등록,일반주간신문,주간,총류,법인,지역소식 위주로 구성되며 지역자영업자에게 무료광고를 지원하며 지역현안문제에 대한 주민의 적극적인 참여를 유도한다,상기 발행목적에 부합되는 내용만을 기재,,지역,,"아파트단지 및 빌라,자영업자, 관공서",무가,"지역주민및지역근무회사원,자영업자",,(주)동우정보,"서울특별시 강남구 도산대로6길 9, 1층(논현동, 토마스빌딩)",삼영문화사,단건,2013-05-08,2013-05-08
9981,아02638,인터넷시민사회신문,서울,등록,인터넷신문,인터넷신문,총류,개인,시민사회의 정책을 홍보하고 국내외 시민사회 동향을 보도함,상기발행목적에 부합되는 내용만을 기재,,지역,,인터넷,무가,네티즌,,설동본,"서울 구로구 새말로 93 (구로동, 신도림태영타운상가) 2동 B105호",,단건,2013-05-08,2013-05-08
9980,아02637,중앙교육방송,서울,등록,인터넷신문,인터넷신문,종합지,개인,"학생 및 국민을 대상으로 새롭고, 생동감 있는 교육소재를 전하여 대한민국의 교육발전에 기여하고자 함",상기 발행목적에 부합되는 내용만을 기재,,,,인터넷,무가,네티즌,,,"서울특별시 성북구  보문로 49, 화진빌딩 4층",,단건,2013-05-08,2013-05-08
9979,바00002,散文의詩,김제,등록,잡지,계간,총류,개인,수필문학의 창작 및 비평연구를 통한 수필문학 발전에 기여하고자 함,"상기 발행목적에 부합되는 내용만을 100면 이상 200면 이하로 게재, 인쇄, 제책하여 배포",,지역,,,유가,,,이관희,전북 김제시 부량면 부량5길 41-1 (월승리),산문의시,단건,2013-05-07,2013-05-07
9978,가00026,경마백과사전,부천,등록,정보간행물,일간,경마,법인,"한국마사회의 경마에 대한 마주, 감독, 선수, 말 등의 각종 정보와 공지사항, 예상평, 해설평론을 경마고객에게 제공","말 경주 일러스트, 금주의 선수 기승 현황, 각 조별 출주 마필 현황, 금월의 선수 우승 순위 현황, 금월의 조별 상금 순위 현황, 금일의 간단명료한 족집게 추천 경주, 금일의 출주마 예상 분석, 전문 해설가 평론 초대석",,,,"서울,경기,부산,대구,광주,대전,천안",유가,,,주식회사 에어팜코리아,"경기도 부천시 중동로248번길 55,504호(중동,무광프라자)",(주)화성프린원,단건,2013-05-07,2013-04-23
9977,아02632,돈 방석,서울,등록,인터넷신문,인터넷신문,종합지,법인,"모든 생활정보, 관공서행사, 무료강좌, 취업, 생활편의, 부동산 등 사회전반에 대한 기사 또는 모든생활정보를 제공하고자 함",상기 발행목적에 부합되는 내용을 기재,,,,인터넷,무가,네티즌,,,서울특별시 중랑구  용마산로114길 53,,단건,2013-05-07,2013-05-07
9976,다10636,돈방석,서울,등록,특수주간신문,주간,종합지,개인,"생활에 유용한 관공서행사, 무료강좌, 취업, 생활편의, 부동산 등 사회전반에 대한 기사 또는  모든 생활정보를 제공하고자 함",상기 발행 목적에 부합되는 내용을 기재,,전국,,전국,무가,일반인,,,서울특별시 중랑구  용마산로114길 53,아이템플인쇄,단건,2013-05-07,2013-05-07
9975,아02634,매직헤럴드(Magic Herald),서울,등록,인터넷신문,인터넷신문,종합지,개인,마술에 관한 포괄적인 지식을 대중에게 전파함을 목적으로 함,상기 발해옥적에 부합되는 내용을 기재,,,,인터넷,무가,네티즌,,,서울특별시 동작구  동작대로25길  46,,단건,2013-05-07,2013-05-07
9974,다10637,씨에이미디어.,서울,등록,일반주간신문,주간,종합지,법인,다양하고 방대한 정보의 유통속에서 필요한 정보를 적절한 시기에 제공하기 위함,상기 발행목적에 부합되는 내용을 기재,,,,인터넷,유가,네티즌,,(주)씨에이미디어,"서울특별시 관악구  남부순환로1934, 역학빌딩 3층",,단건,2013-05-07,2013-05-07
9973,자00419,이티타임즈,서울,등록,인터넷뉴스서비스,인터넷뉴스서비스,총류,법인,청소년들에게 영자신문기사를 매주 무료로 제공함으로써 영어 뉴스에 친숙하도록 함을 목적,상기 발행목적에 부합되는 내용을 기재,,,,인터넷,무가,네티즌,,(주)이티잉글리쉬,"서울특별시 서초구  강남대로37길 12-12, 한영빌딩 4층",,단건,2013-05-07,2013-05-07
9972,아02633,콜박사,서울,등록,인터넷신문,인터넷신문,종합지,개인,"모든 생활정보, 관공서행사, 무료강좌, 취업, 생활편의, 부동산 등 사회전반에 대한 기사 또는 모든생활정보를 제공하고자 함",상기 발행 목적에 부합되는 내용을 기재,,,,인터넷,무가,네티즌,,,서울특별시 중랑구  용마산로114길 53,,단건,2013-05-07,2013-05-07
